GenerationID,Generation,SireGenID,DamGenID,Sex,Wild,Recovery,Cross_type,DateSpawned,MonthSpawned,YearSpawned,PC,Notes,Domestication_Index,Tank_MF,OffspringDI,Recovery_WithMorts,TagID,TimeToRecovery,DateTagged
100021,1,1049,1050,F,Y,9,WxW,NA,,2008,2,,0,,1,0,NA,NA,NA
100022,1,1051,1052,M,Y,9,WxW,NA,,2008,2,,0,,1,0,NA,NA,NA
100031,1,1053,1054,F,Y,4,WxW,NA,,2008,3,,0,,1,0,NA,NA,NA
100032,1,1055,1056,M,Y,4,WxW,NA,,2008,3,,0,,1,0,NA,NA,NA
100041,1,1057,1058,F,Y,7,WxW,NA,,2008,4,,0,,1,0,NA,NA,NA
100042,1,1059,1060,M,Y,7,WxW,NA,,2008,4,,0,,1,0,NA,NA,NA
100051,1,1061,1062,F,Y,3,WxW,NA,,2008,5,,0,,1,0,NA,NA,NA
100052,1,1063,1064,M,Y,3,WxW,NA,,2008,5,,0,,1,0,NA,NA,NA
100071,1,1065,1066,F,Y,25,WxW,NA,,2008,7,,0,,1,0,NA,NA,NA
100072,1,1067,1068,M,Y,25,WxW,NA,,2008,7,,0,,1,0,NA,NA,NA
100081,1,1069,1070,F,Y,8,WxW,NA,,2008,8,,0,,1,0,NA,NA,NA
100082,1,1071,1072,M,Y,8,WxW,NA,,2008,8,,0,,1,0,NA,NA,NA
100091,1,1073,1074,F,Y,1,WxW,NA,,2008,9,,0,,1,0,NA,NA,NA
100092,1,1075,1076,M,Y,1,WxW,NA,,2008,9,,0,,1,0,NA,NA,NA
100101,1,1077,1078,F,Y,3,WxW,NA,,2008,10,,0,,1,0,NA,NA,NA
100102,1,1079,1080,M,Y,3,WxW,NA,,2008,10,,0,,1,0,NA,NA,NA
100121,1,1081,1082,F,Y,4,WxW,NA,,2008,12,,0,,1,0,NA,NA,NA
100122,1,1083,1084,M,Y,4,WxW,NA,,2008,12,,0,,1,0,NA,NA,NA
100141,1,1085,1086,F,Y,3,WxW,NA,,2008,14,,0,,1,0,NA,NA,NA
100142,1,1087,1088,M,Y,3,WxW,NA,,2008,14,,0,,1,0,NA,NA,NA
100151,1,1089,1090,F,Y,4,WxW,NA,,2008,15,,0,,1,0,NA,NA,NA
100152,1,1091,1092,M,Y,4,WxW,NA,,2008,15,,0,,1,0,NA,NA,NA
100161,1,1093,1094,F,Y,22,WxW,NA,,2008,16,,0,,1,0,NA,NA,NA
100162,1,1095,1096,M,Y,22,WxW,NA,,2008,16,,0,,1,0,NA,NA,NA
100171,1,1097,1098,F,Y,5,WxW,NA,,2008,17,,0,,1,0,NA,NA,NA
100172,1,1099,1100,M,Y,5,WxW,NA,,2008,17,,0,,1,0,NA,NA,NA
100181,1,1101,1102,F,Y,22,WxW,NA,,2008,18,,0,,1,0,NA,NA,NA
100182,1,1103,1104,M,Y,22,WxW,NA,,2008,18,,0,,1,0,NA,NA,NA
100191,1,1105,1106,F,Y,5,WxW,NA,,2008,19,,0,,1,0,NA,NA,NA
100192,1,1107,1108,M,Y,5,WxW,NA,,2008,19,,0,,1,0,NA,NA,NA
100201,1,1109,1110,F,Y,12,WxW,NA,,2008,20,,0,,1,0,NA,NA,NA
100202,1,1111,1112,M,Y,12,WxW,NA,,2008,20,,0,,1,0,NA,NA,NA
100211,1,1113,1114,F,Y,0,WxW,NA,,2008,21,,0,,1,0,NA,NA,NA
100212,1,1115,1116,M,Y,0,WxW,NA,,2008,21,,0,,1,0,NA,NA,NA
100221,1,1117,1118,F,Y,1,WxW,NA,,2008,22,,0,,1,0,NA,NA,NA
100222,1,1119,1120,M,Y,1,WxW,NA,,2008,22,,0,,1,0,NA,NA,NA
100231,1,1121,1122,F,Y,17,WxW,NA,,2008,23,,0,,1,0,NA,NA,NA
100232,1,1123,1124,M,Y,17,WxW,NA,,2008,23,,0,,1,0,NA,NA,NA
100251,1,1125,1126,F,Y,0,WxW,NA,,2008,25,,0,,1,0,NA,NA,NA
100252,1,1127,1128,M,Y,0,WxW,NA,,2008,25,,0,,1,0,NA,NA,NA
100261,1,1129,1130,F,Y,12,WxW,NA,,2008,26,,0,,1,0,NA,NA,NA
100262,1,1131,1132,M,Y,12,WxW,NA,,2008,26,,0,,1,0,NA,NA,NA
100281,1,1133,1134,F,Y,6,WxW,NA,,2008,28,,0,,1,0,NA,NA,NA
100282,1,1135,1136,M,Y,6,WxW,NA,,2008,28,,0,,1,0,NA,NA,NA
100291,1,1137,1138,F,Y,4,WxW,NA,,2008,29,,0,,1,0,NA,NA,NA
100292,1,1139,1140,M,Y,4,WxW,NA,,2008,29,,0,,1,0,NA,NA,NA
100301,1,1141,1142,F,Y,15,WxW,NA,,2008,30,,0,,1,0,NA,NA,NA
100302,1,1143,1144,M,Y,15,WxW,NA,,2008,30,,0,,1,0,NA,NA,NA
100311,1,1145,1146,F,Y,6,WxW,NA,,2008,31,,0,,1,0,NA,NA,NA
100312,1,1147,1148,M,Y,6,WxW,NA,,2008,31,,0,,1,0,NA,NA,NA
100321,1,1149,1150,F,Y,6,WxW,NA,,2008,32,,0,,1,0,NA,NA,NA
100322,1,1151,1152,M,Y,6,WxW,NA,,2008,32,,0,,1,0,NA,NA,NA
100341,1,1153,1154,F,Y,27,WxW,NA,,2008,34,,0,,1,0,NA,NA,NA
100342,1,1155,1156,M,Y,27,WxW,NA,,2008,34,,0,,1,0,NA,NA,NA
100351,1,1157,1158,F,Y,7,WxW,NA,,2008,35,,0,,1,0,NA,NA,NA
100352,1,1159,1160,M,Y,7,WxW,NA,,2008,35,,0,,1,0,NA,NA,NA
100361,1,1161,1162,F,Y,2,WxW,NA,,2008,36,,0,,1,0,NA,NA,NA
100362,1,1163,1164,M,Y,2,WxW,NA,,2008,36,,0,,1,0,NA,NA,NA
100371,1,1165,1166,F,Y,14,WxW,NA,,2008,37,,0,,1,0,NA,NA,NA
100372,1,1167,1168,M,Y,14,WxW,NA,,2008,37,,0,,1,0,NA,NA,NA
100381,1,1169,1170,F,Y,4,WxW,NA,,2008,38,,0,,1,0,NA,NA,NA
100382,1,1171,1172,M,Y,4,WxW,NA,,2008,38,,0,,1,0,NA,NA,NA
100391,1,1173,1174,F,Y,20,WxW,NA,,2008,39,,0,,1,0,NA,NA,NA
100392,1,1175,1176,M,Y,20,WxW,NA,,2008,39,,0,,1,0,NA,NA,NA
100401,1,1177,1178,F,Y,3,WxW,NA,,2008,40,,0,,1,0,NA,NA,NA
100402,1,1179,1180,M,Y,3,WxW,NA,,2008,40,,0,,1,0,NA,NA,NA
100411,1,1181,1182,F,Y,8,WxW,NA,,2008,41,,0,,1,0,NA,NA,NA
100412,1,1183,1184,M,Y,8,WxW,NA,,2008,41,,0,,1,0,NA,NA,NA
100421,1,1185,1186,F,Y,9,WxW,NA,,2008,42,,0,,1,0,NA,NA,NA
100422,1,1187,1188,M,Y,9,WxW,NA,,2008,42,,0,,1,0,NA,NA,NA
100431,1,1189,1190,F,Y,2,WxW,NA,,2008,43,,0,,1,0,NA,NA,NA
100432,1,1191,1192,M,Y,2,WxW,NA,,2008,43,,0,,1,0,NA,NA,NA
100441,1,1193,1194,F,Y,2,WxW,NA,,2008,44,,0,,1,0,NA,NA,NA
100442,1,1195,1196,M,Y,2,WxW,NA,,2008,44,,0,,1,0,NA,NA,NA
100451,1,1197,1198,F,Y,13,WxW,NA,,2008,45,,0,,1,0,NA,NA,NA
100452,1,1199,1200,M,Y,13,WxW,NA,,2008,45,,0,,1,0,NA,NA,NA
100461,1,1201,1202,F,Y,2,WxW,NA,,2008,46,,0,,1,0,NA,NA,NA
100462,1,1203,1204,M,Y,2,WxW,NA,,2008,46,,0,,1,0,NA,NA,NA
100471,1,1205,1206,F,Y,0,WxW,NA,,2008,47,,0,,1,0,NA,NA,NA
100472,1,1207,1208,M,Y,0,WxW,NA,,2008,47,,0,,1,0,NA,NA,NA
100491,1,1209,1210,F,Y,7,WxW,NA,,2008,49,,0,,1,0,NA,NA,NA
100492,1,1211,1212,M,Y,7,WxW,NA,,2008,49,,0,,1,0,NA,NA,NA
100501,1,1213,1214,F,Y,27,WxW,NA,,2008,50,,0,,1,0,NA,NA,NA
100502,1,1215,1216,M,Y,27,WxW,NA,,2008,50,,0,,1,0,NA,NA,NA
100511,1,1217,1218,F,Y,14,WxW,NA,,2008,51,,0,,1,0,NA,NA,NA
100512,1,1219,1220,M,Y,14,WxW,NA,,2008,51,,0,,1,0,NA,NA,NA
100521,1,1221,1222,F,Y,5,WxW,NA,,2008,52,,0,,1,0,NA,NA,NA
100522,1,1223,1224,M,Y,5,WxW,NA,,2008,52,,0,,1,0,NA,NA,NA
100541,1,1225,1226,F,Y,11,WxW,NA,,2008,54,,0,,1,0,NA,NA,NA
100542,1,1227,1228,M,Y,11,WxW,NA,,2008,54,,0,,1,0,NA,NA,NA
100551,1,1229,1230,F,Y,6,WxW,NA,,2008,55,,0,,1,0,NA,NA,NA
100552,1,1231,1232,M,Y,6,WxW,NA,,2008,55,,0,,1,0,NA,NA,NA
100561,1,1233,1234,F,Y,4,WxW,NA,,2008,56,,0,,1,0,NA,NA,NA
100562,1,1235,1236,M,Y,4,WxW,NA,,2008,56,,0,,1,0,NA,NA,NA
100571,1,1237,1238,F,Y,0,WxW,NA,,2008,57,,0,,1,0,NA,NA,NA
100572,1,1239,1240,M,Y,0,WxW,NA,,2008,57,,0,,1,0,NA,NA,NA
100581,1,1241,1242,F,Y,4,WxW,NA,,2008,58,,0,,1,0,NA,NA,NA
100582,1,1243,1244,M,Y,4,WxW,NA,,2008,58,,0,,1,0,NA,NA,NA
100591,1,1245,1246,F,Y,29,WxW,NA,,2008,59,,0,,1,0,NA,NA,NA
100592,1,1247,1248,M,Y,29,WxW,NA,,2008,59,,0,,1,0,NA,NA,NA
100601,1,1249,1250,F,Y,8,WxW,NA,,2008,60,,0,,1,0,NA,NA,NA
100602,1,1251,1252,M,Y,8,WxW,NA,,2008,60,,0,,1,0,NA,NA,NA
100611,1,1253,1254,F,Y,13,WxW,NA,,2008,61,,0,,1,0,NA,NA,NA
100612,1,1255,1256,M,Y,13,WxW,NA,,2008,61,,0,,1,0,NA,NA,NA
100621,1,1257,1258,F,Y,6,WxW,NA,,2008,62,,0,,1,0,NA,NA,NA
100622,1,1259,1260,M,Y,6,WxW,NA,,2008,62,,0,,1,0,NA,NA,NA
100631,1,1261,1262,F,Y,27,WxW,NA,,2008,63,,0,,1,0,NA,NA,NA
100632,1,1263,1264,M,Y,27,WxW,NA,,2008,63,,0,,1,0,NA,NA,NA
100641,1,1265,1266,F,Y,9,WxW,NA,,2008,64,,0,,1,0,NA,NA,NA
100642,1,1267,1268,M,Y,9,WxW,NA,,2008,64,,0,,1,0,NA,NA,NA
100651,1,1269,1270,F,Y,8,WxW,NA,,2008,65,,0,,1,0,NA,NA,NA
100652,1,1271,1272,M,Y,8,WxW,NA,,2008,65,,0,,1,0,NA,NA,NA
100661,1,1273,1274,F,Y,10,WxW,NA,,2008,66,,0,,1,0,NA,NA,NA
100662,1,1275,1276,M,Y,10,WxW,NA,,2008,66,,0,,1,0,NA,NA,NA
100671,1,1277,1278,F,Y,8,WxW,NA,,2008,67,,0,,1,0,NA,NA,NA
100672,1,1279,1280,M,Y,8,WxW,NA,,2008,67,,0,,1,0,NA,NA,NA
100681,1,1281,1282,F,Y,5,WxW,NA,,2008,68,,0,,1,0,NA,NA,NA
100682,1,1283,1284,M,Y,5,WxW,NA,,2008,68,,0,,1,0,NA,NA,NA
100691,1,1285,1286,F,Y,19,WxW,NA,,2008,69,,0,,1,0,NA,NA,NA
100692,1,1287,1288,M,Y,19,WxW,NA,,2008,69,,0,,1,0,NA,NA,NA
100701,1,1289,1290,F,Y,18,WxW,NA,,2008,70,,0,,1,0,NA,NA,NA
100702,1,1291,1292,M,Y,18,WxW,NA,,2008,70,,0,,1,0,NA,NA,NA
100711,1,1293,1294,F,Y,12,WxW,NA,,2008,71,,0,,1,0,NA,NA,NA
100712,1,1295,1296,M,Y,12,WxW,NA,,2008,71,,0,,1,0,NA,NA,NA
100721,1,1297,1298,F,Y,19,WxW,NA,,2008,72,,0,,1,0,NA,NA,NA
100722,1,1299,1300,M,Y,19,WxW,NA,,2008,72,,0,,1,0,NA,NA,NA
100731,1,1301,1302,F,Y,12,WxW,NA,,2008,73,,0,,1,0,NA,NA,NA
100732,1,1303,1304,M,Y,12,WxW,NA,,2008,73,,0,,1,0,NA,NA,NA
100741,1,1305,1306,F,Y,4,WxW,NA,,2008,74,,0,,1,0,NA,NA,NA
100742,1,1307,1308,M,Y,4,WxW,NA,,2008,74,,0,,1,0,NA,NA,NA
100751,1,1309,1310,F,Y,1,WxW,NA,,2008,75,,0,,1,0,NA,NA,NA
100752,1,1311,1312,M,Y,1,WxW,NA,,2008,75,,0,,1,0,NA,NA,NA
100761,1,1313,1314,F,Y,6,WxW,NA,,2008,76,,0,,1,0,NA,NA,NA
100762,1,1315,1316,M,Y,6,WxW,NA,,2008,76,,0,,1,0,NA,NA,NA
100771,1,1317,1318,F,Y,12,WxW,NA,,2008,77,,0,,1,0,NA,NA,NA
100772,1,1319,1320,M,Y,12,WxW,NA,,2008,77,,0,,1,0,NA,NA,NA
100781,1,1321,1322,F,Y,3,WxW,NA,,2008,78,,0,,1,0,NA,NA,NA
100782,1,1323,1324,M,Y,3,WxW,NA,,2008,78,,0,,1,0,NA,NA,NA
100791,1,1325,1326,F,Y,3,WxW,NA,,2008,79,,0,,1,0,NA,NA,NA
100792,1,1327,1328,M,Y,3,WxW,NA,,2008,79,,0,,1,0,NA,NA,NA
100801,1,1329,1330,F,Y,0,WxW,NA,,2008,80,,0,,1,0,NA,NA,NA
100802,1,1331,1332,M,Y,0,WxW,NA,,2008,80,,0,,1,0,NA,NA,NA
100831,1,1333,1334,F,Y,3,WxW,NA,,2008,83,,0,,1,0,NA,NA,NA
100832,1,1335,1336,M,Y,3,WxW,NA,,2008,83,,0,,1,0,NA,NA,NA
100841,1,1337,1338,F,Y,14,WxW,NA,,2008,84,,0,,1,0,NA,NA,NA
100842,1,1339,1340,M,Y,14,WxW,NA,,2008,84,,0,,1,0,NA,NA,NA
100851,1,1341,1342,F,Y,4,WxW,NA,,2008,85,,0,,1,0,NA,NA,NA
100852,1,1343,1344,M,Y,4,WxW,NA,,2008,85,,0,,1,0,NA,NA,NA
100861,1,1345,1346,F,Y,18,WxW,NA,,2008,86,,0,,1,0,NA,NA,NA
100862,1,1347,1348,M,Y,18,WxW,NA,,2008,86,,0,,1,0,NA,NA,NA
100871,1,1349,1350,F,Y,10,WxW,NA,,2008,87,,0,,1,0,NA,NA,NA
100872,1,1351,1352,M,Y,10,WxW,NA,,2008,87,,0,,1,0,NA,NA,NA
100881,1,1353,1354,F,Y,7,WxW,NA,,2008,88,,0,,1,0,NA,NA,NA
100882,1,1355,1356,M,Y,7,WxW,NA,,2008,88,,0,,1,0,NA,NA,NA
100891,1,1357,1358,F,Y,6,WxW,NA,,2008,89,,0,,1,0,NA,NA,NA
100892,1,1359,1360,M,Y,6,WxW,NA,,2008,89,,0,,1,0,NA,NA,NA
100901,1,1361,1362,F,Y,2,WxW,NA,,2008,90,,0,,1,0,NA,NA,NA
100902,1,1363,1364,M,Y,2,WxW,NA,,2008,90,,0,,1,0,NA,NA,NA
100911,1,1365,1366,F,Y,1,WxW,NA,,2008,91,,0,,1,0,NA,NA,NA
100912,1,1367,1368,M,Y,1,WxW,NA,,2008,91,,0,,1,0,NA,NA,NA
100921,1,1369,1370,F,Y,9,WxW,NA,,2008,92,,0,,1,0,NA,NA,NA
100922,1,1371,1372,M,Y,9,WxW,NA,,2008,92,,0,,1,0,NA,NA,NA
100931,1,1373,1374,F,Y,8,WxW,NA,,2008,93,,0,,1,0,NA,NA,NA
100932,1,1375,1376,M,Y,8,WxW,NA,,2008,93,,0,,1,0,NA,NA,NA
100941,1,1377,1378,F,Y,13,WxW,NA,,2008,94,,0,,1,0,NA,NA,NA
100942,1,1379,1380,M,Y,13,WxW,NA,,2008,94,,0,,1,0,NA,NA,NA
100951,1,1381,1382,F,Y,11,WxW,NA,,2008,95,,0,,1,0,NA,NA,NA
100952,1,1383,1384,M,Y,11,WxW,NA,,2008,95,,0,,1,0,NA,NA,NA
100961,1,1385,1386,F,Y,1,WxW,NA,,2008,96,,0,,1,0,NA,NA,NA
100962,1,1387,1388,M,Y,1,WxW,NA,,2008,96,,0,,1,0,NA,NA,NA
100971,1,1389,1390,F,Y,4,WxW,NA,,2008,97,,0,,1,0,NA,NA,NA
100972,1,1391,1392,M,Y,4,WxW,NA,,2008,97,,0,,1,0,NA,NA,NA
100981,1,1393,1394,F,Y,8,WxW,NA,,2008,98,,0,,1,0,NA,NA,NA
100982,1,1395,1396,M,Y,8,WxW,NA,,2008,98,,0,,1,0,NA,NA,NA
100991,1,1397,1398,F,Y,1,WxW,NA,,2008,99,,0,,1,0,NA,NA,NA
100992,1,1399,1400,M,Y,1,WxW,NA,,2008,99,,0,,1,0,NA,NA,NA
101001,1,1401,1402,F,Y,13,WxW,NA,,2008,100,,0,,1,0,NA,NA,NA
101002,1,1403,1404,M,Y,13,WxW,NA,,2008,100,,0,,1,0,NA,NA,NA
101011,1,1405,1406,F,Y,6,WxW,NA,,2008,101,,0,,1,0,NA,NA,NA
101012,1,1407,1408,M,Y,6,WxW,NA,,2008,101,,0,,1,0,NA,NA,NA
101021,1,1409,1410,F,Y,13,WxW,NA,,2008,102,,0,,1,0,NA,NA,NA
101022,1,1411,1412,M,Y,13,WxW,NA,,2008,102,,0,,1,0,NA,NA,NA
101031,1,1413,1414,F,Y,14,WxW,NA,,2008,103,,0,,1,0,NA,NA,NA
101032,1,1415,1416,M,Y,14,WxW,NA,,2008,103,,0,,1,0,NA,NA,NA
101041,1,1417,1418,F,Y,9,WxW,NA,,2008,104,,0,,1,0,NA,NA,NA
101042,1,1419,1420,M,Y,9,WxW,NA,,2008,104,,0,,1,0,NA,NA,NA
101051,1,1421,1422,F,Y,2,WxW,NA,,2008,105,,0,,1,0,NA,NA,NA
101052,1,1423,1424,M,Y,2,WxW,NA,,2008,105,,0,,1,0,NA,NA,NA
101061,1,1425,1426,F,Y,3,WxW,NA,,2008,106,,0,,1,0,NA,NA,NA
101062,1,1427,1428,M,Y,3,WxW,NA,,2008,106,,0,,1,0,NA,NA,NA
101071,1,1429,1430,F,Y,1,WxW,NA,,2008,107,,0,,1,0,NA,NA,NA
101072,1,1431,1432,M,Y,1,WxW,NA,,2008,107,,0,,1,0,NA,NA,NA
101081,1,1433,1434,F,Y,1,WxW,NA,,2008,108,,0,,1,0,NA,NA,NA
101082,1,1435,1436,M,Y,1,WxW,NA,,2008,108,,0,,1,0,NA,NA,NA
101101,1,1437,1438,F,Y,11,WxW,NA,,2008,110,,0,,1,0,NA,NA,NA
101102,1,1439,1440,M,Y,11,WxW,NA,,2008,110,,0,,1,0,NA,NA,NA
101111,1,1441,1442,F,Y,7,WxW,NA,,2008,111,,0,,1,0,NA,NA,NA
101112,1,1443,1444,M,Y,7,WxW,NA,,2008,111,,0,,1,0,NA,NA,NA
101121,1,1445,1446,F,Y,2,WxW,NA,,2008,112,,0,,1,0,NA,NA,NA
101122,1,1447,1448,M,Y,2,WxW,NA,,2008,112,,0,,1,0,NA,NA,NA
101151,1,1449,1450,F,Y,4,WxW,NA,,2008,115,,0,,1,0,NA,NA,NA
101152,1,1451,1452,M,Y,4,WxW,NA,,2008,115,,0,,1,0,NA,NA,NA
101161,1,1453,1454,F,Y,15,WxW,NA,,2008,116,,0,,1,0,NA,NA,NA
101162,1,1455,1456,M,Y,15,WxW,NA,,2008,116,,0,,1,0,NA,NA,NA
101171,1,1457,1458,F,Y,2,WxW,NA,,2008,117,,0,,1,0,NA,NA,NA
101172,1,1459,1460,M,Y,2,WxW,NA,,2008,117,,0,,1,0,NA,NA,NA
101181,1,1461,1462,F,Y,1,WxW,NA,,2008,118,,0,,1,0,NA,NA,NA
101182,1,1463,1464,M,Y,1,WxW,NA,,2008,118,,0,,1,0,NA,NA,NA
101191,1,1465,1466,F,Y,9,WxW,NA,,2008,119,,0,,1,0,NA,NA,NA
101192,1,1467,1468,M,Y,9,WxW,NA,,2008,119,,0,,1,0,NA,NA,NA
101211,1,1469,1470,F,Y,3,WxW,NA,,2008,121,,0,,1,0,NA,NA,NA
101212,1,1471,1472,M,Y,3,WxW,NA,,2008,121,,0,,1,0,NA,NA,NA
101221,1,1473,1474,F,Y,13,WxW,NA,,2008,122,,0,,1,0,NA,NA,NA
101222,1,1475,1476,M,Y,13,WxW,NA,,2008,122,,0,,1,0,NA,NA,NA
101231,1,1477,1478,F,Y,1,WxW,NA,,2008,123,,0,,1,0,NA,NA,NA
101232,1,1479,1480,M,Y,1,WxW,NA,,2008,123,,0,,1,0,NA,NA,NA
101241,1,1481,1482,F,Y,56,WxW,NA,,2008,124,,0,,1,0,NA,NA,NA
101242,1,1483,1484,M,Y,56,WxW,NA,,2008,124,,0,,1,0,NA,NA,NA
101251,1,1485,1486,F,Y,22,WxW,NA,,2008,125,,0,,1,0,NA,NA,NA
101252,1,1487,1488,M,Y,22,WxW,NA,,2008,125,,0,,1,0,NA,NA,NA
101271,1,1489,1490,F,Y,7,WxW,NA,,2008,127,,0,,1,0,NA,NA,NA
101272,1,1491,1492,M,Y,7,WxW,NA,,2008,127,,0,,1,0,NA,NA,NA
101291,1,1493,1494,F,Y,4,WxW,NA,,2008,129,,0,,1,0,NA,NA,NA
101292,1,1495,1496,M,Y,4,WxW,NA,,2008,129,,0,,1,0,NA,NA,NA
101301,1,1497,1498,F,Y,2,WxW,NA,,2008,130,,0,,1,0,NA,NA,NA
101302,1,1499,1500,M,Y,2,WxW,NA,,2008,130,,0,,1,0,NA,NA,NA
101311,1,1501,1502,F,Y,4,WxW,NA,,2008,131,,0,,1,0,NA,NA,NA
101312,1,1503,1504,M,Y,4,WxW,NA,,2008,131,,0,,1,0,NA,NA,NA
101321,1,1505,1506,F,Y,15,WxW,NA,,2008,132,,0,,1,0,NA,NA,NA
101322,1,1507,1508,M,Y,15,WxW,NA,,2008,132,,0,,1,0,NA,NA,NA
101341,1,1509,1510,F,Y,3,WxW,NA,,2008,134,,0,,1,0,NA,NA,NA
101342,1,1511,1512,M,Y,3,WxW,NA,,2008,134,,0,,1,0,NA,NA,NA
101351,1,1513,1514,F,Y,3,WxW,NA,,2008,135,,0,,1,0,NA,NA,NA
101352,1,1515,1516,M,Y,3,WxW,NA,,2008,135,,0,,1,0,NA,NA,NA
101361,1,1517,1518,F,Y,4,WxW,NA,,2008,136,,0,,1,0,NA,NA,NA
101362,1,1519,1520,M,Y,4,WxW,NA,,2008,136,,0,,1,0,NA,NA,NA
101371,1,1521,1522,F,Y,7,WxW,NA,,2008,137,,0,,1,0,NA,NA,NA
101372,1,1523,1524,M,Y,7,WxW,NA,,2008,137,,0,,1,0,NA,NA,NA
101381,1,1525,1526,F,Y,13,WxW,NA,,2008,138,,0,,1,0,NA,NA,NA
101382,1,1527,1528,M,Y,13,WxW,NA,,2008,138,,0,,1,0,NA,NA,NA
101401,1,1529,1530,F,Y,6,WxW,NA,,2008,140,,0,,1,0,NA,NA,NA
101402,1,1531,1532,M,Y,6,WxW,NA,,2008,140,,0,,1,0,NA,NA,NA
101411,1,1533,1534,F,Y,3,WxW,NA,,2008,141,,0,,1,0,NA,NA,NA
101412,1,1535,1536,M,Y,3,WxW,NA,,2008,141,,0,,1,0,NA,NA,NA
101431,1,1537,1538,F,Y,7,WxW,NA,,2008,143,,0,,1,0,NA,NA,NA
101432,1,1539,1540,M,Y,7,WxW,NA,,2008,143,,0,,1,0,NA,NA,NA
101441,1,1541,1542,F,Y,1,WxW,NA,,2008,144,,0,,1,0,NA,NA,NA
101442,1,1543,1544,M,Y,1,WxW,NA,,2008,144,,0,,1,0,NA,NA,NA
101451,1,1545,1546,F,Y,20,WxW,NA,,2008,145,,0,,1,0,NA,NA,NA
101452,1,1547,1548,M,Y,20,WxW,NA,,2008,145,,0,,1,0,NA,NA,NA
101461,1,1549,1550,F,Y,3,WxW,NA,,2008,146,,0,,1,0,NA,NA,NA
101462,1,1551,1552,M,Y,3,WxW,NA,,2008,146,,0,,1,0,NA,NA,NA
101471,1,1553,1554,F,Y,9,WxW,NA,,2008,147,,0,,1,0,NA,NA,NA
101472,1,1555,1556,M,Y,9,WxW,NA,,2008,147,,0,,1,0,NA,NA,NA
101481,1,1557,1558,F,Y,0,WxW,NA,,2008,148,,0,,1,0,NA,NA,NA
101482,1,1559,1560,M,Y,0,WxW,NA,,2008,148,,0,,1,0,NA,NA,NA
101491,1,1561,1562,F,Y,14,WxW,NA,,2008,149,,0,,1,0,NA,NA,NA
101492,1,1563,1564,M,Y,14,WxW,NA,,2008,149,,0,,1,0,NA,NA,NA
101501,1,1565,1566,F,Y,8,WxW,NA,,2008,150,,0,,1,0,NA,NA,NA
101502,1,1567,1568,M,Y,8,WxW,NA,,2008,150,,0,,1,0,NA,NA,NA
101511,1,1569,1570,F,Y,7,WxW,NA,,2008,151,,0,,1,0,NA,NA,NA
101512,1,1571,1572,M,Y,7,WxW,NA,,2008,151,,0,,1,0,NA,NA,NA
101521,1,1573,1574,F,Y,6,WxW,NA,,2008,152,,0,,1,0,NA,NA,NA
101522,1,1575,1576,M,Y,6,WxW,NA,,2008,152,,0,,1,0,NA,NA,NA
101531,1,1577,1578,F,Y,5,WxW,NA,,2008,153,,0,,1,0,NA,NA,NA
101532,1,1579,1580,M,Y,5,WxW,NA,,2008,153,,0,,1,0,NA,NA,NA
101601,1,1581,1582,F,Y,0,WxW,NA,,2008,160,,0,,1,0,NA,NA,NA
101602,1,1583,1584,M,Y,0,WxW,NA,,2008,160,,0,,1,0,NA,NA,NA
101611,1,1585,1586,F,Y,21,WxW,NA,,2008,161,,0,,1,0,NA,NA,NA
101612,1,1587,1588,M,Y,21,WxW,NA,,2008,161,,0,,1,0,NA,NA,NA
101631,1,1589,1590,F,Y,3,WxW,NA,,2008,163,,0,,1,0,NA,NA,NA
101632,1,1591,1592,M,Y,3,WxW,NA,,2008,163,,0,,1,0,NA,NA,NA
101641,1,1593,1594,F,Y,7,WxW,NA,,2008,164,,0,,1,0,NA,NA,NA
101642,1,1595,1596,M,Y,7,WxW,NA,,2008,164,,0,,1,0,NA,NA,NA
101651,1,1597,1598,F,Y,1,WxW,NA,,2008,165,,0,,1,0,NA,NA,NA
101652,1,1599,1600,M,Y,1,WxW,NA,,2008,165,,0,,1,0,NA,NA,NA
101661,1,1601,1602,F,Y,10,WxW,NA,,2008,166,,0,,1,0,NA,NA,NA
101662,1,1603,1604,M,Y,10,WxW,NA,,2008,166,,0,,1,0,NA,NA,NA
102041,1,1605,1606,F,Y,38,WxW,NA,,2008,204,,0,,1,0,NA,NA,NA
102042,1,1607,1608,M,Y,38,WxW,NA,,2008,204,,0,,1,0,NA,NA,NA
102061,1,1609,1610,F,Y,14,WxW,NA,,2008,206,,0,,1,0,NA,NA,NA
102062,1,1611,1612,M,Y,14,WxW,NA,,2008,206,,0,,1,0,NA,NA,NA
102091,1,1613,1614,F,Y,7,WxW,NA,,2008,209,,0,,1,0,NA,NA,NA
102092,1,1615,1616,M,Y,7,WxW,NA,,2008,209,,0,,1,0,NA,NA,NA
102101,1,1617,1618,F,Y,0,WxW,NA,,2008,210,,0,,1,0,NA,NA,NA
102102,1,1619,1620,M,Y,0,WxW,NA,,2008,210,,0,,1,0,NA,NA,NA
102121,1,1621,1622,F,Y,4,WxW,NA,,2008,212,,0,,1,0,NA,NA,NA
102122,1,1623,1624,M,Y,4,WxW,NA,,2008,212,,0,,1,0,NA,NA,NA
102131,1,1625,1626,F,Y,27,WxW,NA,,2008,213,,0,,1,0,NA,NA,NA
